HSANumber,HSACity,HSAState
1001,Alabaster,AL
1002,Alexander City,AL
1003,Andalusia,AL
1004,Anniston,AL
1006,Ashland,AL
1007,Athens,AL
1008,Atmore,AL
1010,Bessemer,AL
1011,Birmingham,AL
1012,Boaz,AL
1013,Brewton,AL
1014,Bridgeport,AL
1016,Camden,AL
1017,Carrollton,AL
1018,Centre,AL
1019,Centreville,AL
1022,Cullman,AL
1023,Dadeville,AL
1024,Decatur,AL
1025,Demopolis,AL
1026,Dothan,AL
1027,Elba,AL
1028,Enterprise,AL
1029,Eufaula,AL
1031,Evergreen,AL
1032,Fairhope,AL
1033,Fayette,AL
1035,Florala,AL
1036,Florence,AL
1037,Foley,AL
1038,Fort Payne,AL
1039,Gadsden,AL
1040,Geneva,AL
1044,Greenville,AL
1045,Grove Hill,AL
1046,Guntersville,AL
1047,Haleyville,AL
1048,Hamilton,AL
1049,Hartselle,AL
1051,Huntsville,AL
1053,Jacksonville,AL
1054,Jasper,AL
1056,Luverne,AL
1057,Mobile,AL
1058,Monroeville,AL
1059,Montgomery,AL
1060,Moulton,AL
1061,Muscle Shoals/Sheffield,AL
1063,Oneonta,AL
1064,Opelika,AL
1065,Opp,AL
1066,Ozark,AL
1068,Phenix City,AL
1070,Prattville,AL
1071,Red Bay,AL
1072,Roanoke,AL
1073,Russellville,AL
1074,Scottsboro,AL
1075,Selma,AL
1077,Sylacauga,AL
1078,Talladega,AL
1079,Tallassee,AL
1080,Thomasville,AL
1081,Troy,AL
1082,Tuscaloosa,AL
1083,Union Springs,AL
1084,Valley,AL
1085,Vernon,AL
1086,Wedowee,AL
1088,Winfield,AL
2001,Anchorage,AK
2002,Cordova,AK
2003,Fairbanks,AK
2004,Homer,AK
2005,Juneau,AK
2006,Ketchikan,AK
2007,Kodiak,AK
2008,Nome,AK
2009,Palmer,AK
2010,Petersburg,AK
2011,Seward,AK
2012,Sitka,AK
2013,Soldotna,AK
2014,Valdez,AK
2015,Wrangell,AK
2016,Barrow,AK
2017,Bethel,AK
2018,Dillingham,AK
2019,Kotzebue,AK
3002,Bisbee,AZ
3003,Bullhead City,AZ
3004,Casa Grande,AZ
3005,Chandler,AZ
3006,Cottonwood,AZ
3007,Douglas,AZ
3008,Flagstaff,AZ
3009,Florence,AZ
3010,Ganado,AZ
3014,Kingman,AZ
3015,Lake Havasu City,AZ
3016,Mesa,AZ
3019,Page,AZ
3020,Parker,AZ
3021,Payson,AZ
3022,Phoenix,AZ
3023,Prescott,AZ
3024,Safford,AZ
3025,Scottsdale,AZ
3026,Show Low,AZ
3027,Sierra Vista,AZ
3028,Springerville,AZ
3029,Sun City,AZ
3032,Tucson,AZ
3033,Wickenburg,AZ
3034,Willcox,AZ
3035,Winslow,AZ
3037,Yuma,AZ
3038,Chinle,AZ
3040,Keams Canyon,AZ
3042,San Carlos,AZ
3044,Tuba City,AZ
3047,Claypool,AZ
4001,Arkadelphia,AR
4002,Ashdown,AR
4003,Batesville,AR
4004,Benton,AR
4005,Bentonville,AR
4006,Berryville,AR
4007,Blytheville,AR
4008,Booneville,AR
4010,Calico Rock,AR
4011,Camden,AR
4012,Cherokee Village,AR
4013,Clarksville,AR
4015,Conway,AR
4017,Crossett,AR
4018,Danville,AR
4019,Dardanelle,AR
4020,De Queen,AR
4021,De Witt,AR
4023,Dumas,AR
4024,El Dorado,AR
4025,Eureka Springs,AR
4026,Fayetteville,AR
4027,Fordyce,AR
4028,Forrest City,AR
4029,Fort Smith,AR
4030,Gravette,AR
4031,Harrison,AR
4032,Heber Springs,AR
4033,Helena,AR
4034,Hope,AR
4035,Hot Springs,AR
4038,Jacksonville,AR
4039,Jonesboro,AR
4040,Lake Village,AR
4041,Little Rock,AR
4042,Magnolia,AR
4043,Malvern,AR
4045,McGehee,AR
4046,Mena,AR
4047,Monticello,AR
4048,Morrilton,AR
4049,Mountain Home,AR
4050,Mountain View,AR
4051,Murfreesboro,AR
4052,Nashville,AR
4053,Newport,AR
4054,North Little Rock,AR
4055,Osceola,AR
4056,Ozark,AR
4057,Paragould,AR
4059,Piggott,AR
4060,Pine Bluff,AR
4061,Pocahontas,AR
4062,Prescott,AR
4063,Rogers,AR
4064,Russellville,AR
4065,Salem,AR
4066,Searcy,AR
4067,Siloam Springs,AR
4068,Springdale,AR
4069,Stuttgart,AR
4070,Texarkana,AR
4072,Waldron,AR
4074,Warren,AR
4075,West Memphis,AR
4076,Wynne,AR
5001,Alameda,CA
5003,Alturas,CA
5004,Anaheim,CA
5005,Antioch,CA
5006,Apple Valley,CA
5007,Arcadia,CA
5008,Arcata,CA
5009,Arroyo Grande,CA
5012,Auburn,CA
5013,Avalon,CA
5015,Bakersfield,CA
5017,Banning,CA
5018,Barstow,CA
5019,Bellflower,CA
5020,Berkeley,CA
5021,Big Bear Lake,CA
5022,Bishop,CA
5023,Blythe,CA
5024,Brawley,CA
5028,Burbank,CA
5029,Burlingame,CA
5031,Camarillo,CA
5032,Canoga Park,CA
5033,Carmichael,CA
5034,Castro Valley,CA
5035,Cedarville,CA
5036,Chester,CA
5037,Chico,CA
5038,Chino,CA
5040,Chula Vista,CA
5041,Clearlake,CA
5043,Coalinga,CA
5044,Colusa,CA
5045,Concord,CA
5046,Corcoran,CA
5047,Corona,CA
5048,Coronado,CA
5050,Covina,CA
5051,Crescent City,CA
5052,Culver City,CA
5053,Daly City,CA
5054,Davis,CA
5055,Deer Park,CA
5056,Delano,CA
5057,Dinuba,CA
5059,Downey,CA
5060,Duarte,CA
5062,El Centro,CA
5063,Encinitas,CA
5064,Encino,CA
5065,Escondido,CA
5066,Eureka,CA
5068,Fairfield,CA
5069,Fall River Mills,CA
5070,Fallbrook,CA
5071,Folsom,CA
5072,Fontana,CA
5073,Fort Bragg,CA
5074,Fortuna,CA
5075,Fountain Valley,CA
5077,Fremont,CA
5078,Fresno,CA
5079,Fullerton,CA
5080,Garberville,CA
5081,Garden Grove,CA
5082,Gardena,CA
5083,Gilroy,CA
5084,Glendale,CA
5085,Glendora,CA
5086,Granada Hills,CA
5087,Grass Valley,CA
5088,Greenbrae,CA
5089,Greenville,CA
5090,Gridley,CA
5091,Hanford,CA
5092,Harbor City,CA
5094,Hawthorne,CA
5095,Hayward,CA
5096,Healdsburg,CA
5097,Hemet,CA
5098,Hollister,CA
5100,Huntington Beach,CA
5102,Indio,CA
5103,Inglewood,CA
5104,Jackson,CA
5105,Joshua Tree,CA
5106,King City,CA
5108,La Jolla,CA
5109,La Mesa,CA
5112,Laguna Hills,CA
5114,Lake Isabella,CA
5115,Lakeport,CA
5116,Lakewood,CA
5117,Lancaster,CA
5118,Lindsay,CA
5119,Livermore,CA
5120,Lodi,CA
5121,Loma Linda,CA
5122,Lompoc,CA
5123,Lone Pine,CA
5124,Long Beach,CA
5125,Los Alamitos,CA
5126,Los Angeles,CA
5127,Los Banos,CA
5130,Lynwood,CA
5131,Madera,CA
5132,Mammoth Lakes,CA
5133,Manteca,CA
5136,Martinez,CA
5137,Marysville,CA
5138,Merced,CA
5139,Mission Hills,CA
5140,Mission Viejo,CA
5141,Modesto,CA
5144,Montebello,CA
5145,Monterey,CA
5146,Monterey Park,CA
5148,Mount Shasta,CA
5149,Mountain View,CA
5150,Napa,CA
5151,National City,CA
5152,Needles,CA
5155,Newport Beach,CA
5157,Northridge,CA
5158,Norwalk,CA
5159,Novato,CA
5160,Oakdale,CA
5161,Oakland,CA
5162,Oceanside,CA
5163,Ojai,CA
5165,Orange,CA
5166,Oroville,CA
5167,Oxnard,CA
5168,Palm Springs,CA
5171,Panorama City,CA
5172,Paradise,CA
5173,Paramount,CA
5174,Pasadena,CA
5177,Petaluma,CA
5179,Pinole,CA
5180,Pittsburg,CA
5182,Placerville,CA
5183,Pomona,CA
5185,Porterville,CA
5186,Portola,CA
5187,Poway,CA
5188,Quincy,CA
5189,Rancho Mirage,CA
5190,Red Bluff,CA
5191,Redding,CA
5192,Redlands,CA
5194,Redwood City,CA
5197,Ridgecrest,CA
5198,Riverside,CA
5199,Roseville,CA
5200,Sacramento,CA
5201,Salinas,CA
5202,San Andreas,CA
5203,San Bernardino,CA
5204,San Clemente,CA
5205,San Diego,CA
5206,San Dimas,CA
5208,San Francisco,CA
5209,San Gabriel,CA
5210,San Jose,CA
5211,San Leandro,CA
5212,San Luis Obispo,CA
5213,San Mateo,CA
5214,San Pablo,CA
5215,San Pedro,CA
5218,Santa Ana,CA
5219,Santa Barbara,CA
5221,Santa Cruz,CA
5222,Santa Maria,CA
5223,Santa Monica,CA
5224,Santa Paula,CA
5225,Santa Rosa,CA
5226,Sebastopol,CA
5227,Selma,CA
5229,Simi Valley,CA
5230,Solvang,CA
5231,Sonoma,CA
5232,Sonora,CA
5233,South El Monte,CA
5234,South Laguna,CA
5235,South Lake Tahoe,CA
5236,South San Francisco,CA
5237,Stanford,CA
5239,Stockton,CA
5241,Susanville,CA
5244,Tarzana,CA
5246,Templeton,CA
5247,Thousand Oaks,CA
5248,Torrance,CA
5249,Tracy,CA
5250,Truckee,CA
5251,Tulare,CA
5252,Turlock,CA
5253,Ukiah,CA
5254,Upland,CA
5255,Vacaville,CA
5256,Valencia,CA
5257,Vallejo,CA
5258,Van Nuys,CA
5259,Ventura,CA
5260,Victorville,CA
5261,Visalia,CA
5262,Walnut Creek,CA
5263,Watsonville,CA
5264,Weaverville,CA
5265,West Covina,CA
5270,Whittier,CA
5271,Wildomar/Murrieta,CA
5272,Willits,CA
5274,Woodland,CA
5277,Yreka,CA
5278,Yuba City,CA
5282,Irvine,CA
5285,Morgan Hill,CA
5287,Pleasanton,CA
5288,San Ramon,CA
5289,Sun City,CA
6002,Alamosa,CO
6003,Aspen,CO
6004,Aurora,CO
6005,Boulder,CO
6006,Brighton,CO
6007,Brush,CO
6008,Burlington,CO
6009,Canon City,CO
6010,Cheyenne Wells,CO
6011,Colorado Springs,CO
6012,Cortez,CO
6013,Craig,CO
6015,Delta,CO
6016,Denver,CO
6017,Durango,CO
6018,Eads,CO
6020,Estes Park,CO
6022,Fort Collins,CO
6023,Fort Morgan,CO
6025,Glenwood Springs,CO
6026,Grand Junction,CO
6027,Greeley,CO
6028,Gunnison,CO
6029,Haxtun,CO
6030,Holyoke,CO
6031,Hugo,CO
6032,Julesburg,CO
6033,Kremmling,CO
6034,La Jara,CO
6035,La Junta,CO
6036,Lamar,CO
6037,Leadville,CO
6038,Longmont,CO
6039,Loveland,CO
6040,Meeker,CO
6041,Montrose,CO
6042,Pueblo,CO
6043,Rangely,CO
6045,Salida,CO
6046,Springfield,CO
6047,Steamboat Springs,CO
6048,Sterling,CO
6049,Thornton,CO
6050,Trinidad,CO
6051,Vail,CO
6052,Walsenburg,CO
6053,Wheat Ridge,CO
6054,Wray,CO
6055,Yuma,CO
7001,Bridgeport,CT
7002,Bristol,CT
7003,Danbury,CT
7004,Derby,CT
7006,Greenwich,CT
7007,Hartford,CT
7008,Manchester,CT
7009,Meriden,CT
7010,Middletown,CT
7011,Milford,CT
7012,New Britain,CT
7013,New Haven,CT
7014,New London,CT
7015,New Milford,CT
7017,Norwalk,CT
7018,Norwich,CT
7019,Putnam,CT
7020,Rockville,CT
7021,Sharon,CT
7022,Southington,CT
7023,Stafford Springs,CT
7024,Stamford,CT
7025,Torrington,CT
7026,Waterbury,CT
7027,Willimantic,CT
7028,Winsted,CT
8001,Dover,DE
8002,Lewes,DE
8003,Milford,DE
8004,Seaford,DE
8005,Wilmington,DE
9001,Washington,DC
10001,Apalachicola,FL
10002,Arcadia,FL
10003,Atlantis,FL
10005,Avon Park,FL
10006,Bartow,FL
10007,Belle Glade,FL
10008,Blountstown,FL
10009,Boca Raton,FL
10011,Boynton Beach,FL
10012,Bradenton,FL
10013,Brandon,FL
10014,Brooksville,FL
10015,Bunnell,FL
10016,Cape Coral,FL
10017,Chipley,FL
10018,Clearwater,FL
10019,Clermont,FL
10020,Clewiston,FL
10021,Cocoa Beach,FL
10022,Coral Gables,FL
10023,Coral Springs,FL
10024,Crestview,FL
10025,Crystal River,FL
10026,Dade City,FL
10027,Daytona Beach,FL
10028,De Funiak Springs,FL
10029,De Land,FL
10030,Delray Beach,FL
10031,Destin,FL
10032,Dunedin,FL
10033,Englewood,FL
10034,Eustis,FL
10035,Fernandina Beach,FL
10036,Fort Lauderdale,FL
10037,Fort Myers,FL
10038,Fort Pierce,FL
10039,Fort Walton Beach,FL
10040,Gainesville,FL
10041,Graceville,FL
10043,Gulf Breeze,FL
10045,Hialeah,FL
10046,Hollywood,FL
10047,Homestead,FL
10048,Hudson,FL
10049,Inverness,FL
10050,Jacksonville,FL
10051,Jacksonville Beach,FL
10052,Jasper,FL
10053,Jay,FL
10054,Jupiter,FL
10055,Key West,FL
10056,Kissimmee,FL
10058,Lake City,FL
10059,Lake Wales,FL
10061,Lakeland,FL
10062,Largo,FL
10063,Leesburg,FL
10064,Lehigh Acres,FL
10069,Madison,FL
10070,Marathon,FL
10071,Margate,FL
10072,Marianna,FL
10073,Melbourne,FL
10074,Miami,FL
10075,Miami Beach,FL
10076,Milton,FL
10077,Naples,FL
10078,New Port Richey,FL
10079,New Smyrna Beach,FL
10080,Niceville,FL
10083,Ocala,FL
10084,Okeechobee,FL
10085,Orange Park,FL
10086,Orlando,FL
10087,Ormond Beach,FL
10088,Pahokee,FL
10089,Palatka,FL
10090,Palm Beach Gardens,FL
10091,Panama City,FL
10092,Pembroke Pines,FL
10093,Pensacola,FL
10096,Plant City,FL
10097,Plantation,FL
10098,Pompano Beach,FL
10099,Port Charlotte,FL
10100,Port St. Joe,FL
10101,Port St. Lucie,FL
10102,Punta Gorda,FL
10104,Rockledge,FL
10105,Safety Harbor,FL
10106,Sanford,FL
10107,Sarasota,FL
10108,Sebastian,FL
10109,Sebring,FL
10111,South Miami,FL
10112,Spring Hill,FL
10113,St. Augustine,FL
10114,St. Cloud,FL
10115,St. Petersburg,FL
10117,Stuart,FL
10118,Sun City Center,FL
10119,Tallahassee,FL
10120,Tamarac,FL
10121,Tampa,FL
10122,Tarpon Springs,FL
10123,Tavernier,FL
10124,Titusville,FL
10125,Venice,FL
10126,Vero Beach,FL
10128,West Palm Beach,FL
10131,Winter Haven,FL
10132,Winter Park,FL
10133,Zephyrhills,FL
10135,Ocoee,FL
11001,Adel,GA
11002,Albany,GA
11003,Alma,GA
11004,Americus,GA
11005,Arlington,GA
11006,Athens,GA
11007,Atlanta,GA
11008,Augusta,GA
11009,Austell,GA
11010,Bainbridge,GA
11011,Baxley,GA
11013,Blairsville,GA
11014,Blakely,GA
11015,Blue Ridge,GA
11017,Bremen,GA
11018,Brunswick,GA
11020,Cairo,GA
11021,Calhoun,GA
11023,Canton,GA
11024,Carrollton,GA
11025,Cartersville,GA
11028,Claxton,GA
11029,Clayton,GA
11030,Cochran,GA
11031,Colquitt,GA
11032,Columbus,GA
11033,Commerce,GA
11034,Conyers,GA
11035,Cordele,GA
11036,Covington,GA
11038,Cuthbert,GA
11039,Dahlonega,GA
11040,Dallas,GA
11041,Dalton,GA
11043,Decatur,GA
11044,Demorest,GA
11045,Donalsonville,GA
11046,Douglas,GA
11047,Douglasville,GA
11048,Dublin,GA
11049,East Point,GA
11050,Eastman,GA
11051,Eatonton,GA
11052,Elberton,GA
11053,Ellijay,GA
11054,Fitzgerald,GA
11055,Folkston,GA
11056,Forsyth,GA
11057,Fort Oglethorpe,GA
11058,Fort Valley,GA
11059,Gainesville,GA
11060,Glenwood,GA
11061,Greensboro,GA
11062,Griffin,GA
11063,Hahira,GA
11064,Hartwell,GA
11065,Hawkinsville,GA
11066,Hazlehurst,GA
11067,Hiawassee,GA
11068,Hinesville,GA
11069,Homerville,GA
11070,Jackson,GA
11071,Jasper,GA
11072,Jesup,GA
11073,La Grange,GA
11074,Lakeland,GA
11075,Lawrenceville,GA
11077,Louisville,GA
11078,Macon,GA
11080,Marietta,GA
11081,McRae,GA
11082,Metter,GA
11083,Milledgeville,GA
11084,Millen,GA
11085,Monroe,GA
11086,Montezuma,GA
11088,Moultrie,GA
11089,Nashville,GA
11090,Newnan,GA
11091,Ocilla,GA
11092,Perry,GA
11093,Quitman,GA
11094,Reidsville,GA
11095,Richland,GA
11096,Riverdale,GA
11098,Rome,GA
11099,Roswell,GA
11100,Royston,GA
11101,Sandersville,GA
11102,Savannah,GA
11103,Smyrna,GA
11104,Snellville,GA
11105,Sparta,GA
11107,St. Marys,GA
11108,Statesboro,GA
11109,Stockbridge,GA
11111,Swainsboro,GA
11112,Sylvania,GA
11114,Thomaston,GA
11115,Thomasville,GA
11116,Thomson,GA
11117,Tifton,GA
11118,Toccoa,GA
11119,Valdosta,GA
11120,Vidalia,GA
11121,Vienna,GA
11122,Villa Rica,GA
11124,Warner Robins,GA
11125,Washington,GA
11126,Waycross,GA
11127,Waynesboro,GA
11128,Winder,GA
12001,Hilo,HI
12003,Honolulu,HI
12005,Kailua,HI
12007,Kealakekua,HI
12008,Kohala,HI
12010,Lihue,HI
12012,Wahiawa,HI
12013,Wailuku,HI
12014,Waimea,HI
13003,Blackfoot,ID
13004,Boise,ID
13005,Bonners Ferry,ID
13006,Burley,ID
13007,Caldwell,ID
13009,Coeur D'Alene,ID
13010,Cottonwood,ID
13012,Driggs,ID
13015,Grangeville,ID
13017,Idaho Falls,ID
13019,Kellogg,ID
13020,Lewiston,ID
13021,Malad City,ID
13022,McCall,ID
13023,Montpelier,ID
13024,Moscow,ID
13025,Mountain Home,ID
13026,Nampa,ID
13027,Orofino,ID
13028,Pocatello,ID
13029,Preston,ID
13030,Rexburg,ID
13031,Rupert,ID
13032,Salmon,ID
13033,Sandpoint,ID
13035,Soda Springs,ID
13036,St. Maries,ID
13037,Sun Valley,ID
13038,Twin Falls,ID
13039,Weiser,ID
14001,Aledo,IL
14002,Alton,IL
14003,Anna,IL
14004,Arlington Heights,IL
14005,Aurora,IL
14006,Barrington,IL
14007,Belleville,IL
14008,Belvidere,IL
14009,Benton,IL
14010,Berwyn,IL
14011,Bloomington,IL
14012,Blue Island,IL
14013,Breese,IL
14014,Canton,IL
14015,Carbondale,IL
14016,Carlinville,IL
14017,Carmi,IL
14018,Carrollton,IL
14019,Carthage,IL
14020,Centralia,IL
14022,Chester,IL
14023,Chicago,IL
14024,Chicago Heights,IL
14026,Clinton,IL
14027,Danville,IL
14028,De Kalb,IL
14029,Decatur,IL
14031,Dixon,IL
14032,Downers Grove,IL
14033,Du Quoin,IL
14035,Effingham,IL
14036,Eldorado,IL
14037,Elgin,IL
14038,Elk Grove Village,IL
14039,Elmhurst,IL
14040,Evanston,IL
14043,Fairfield,IL
14044,Flora,IL
14045,Freeport,IL
14047,Galesburg,IL
14048,Geneseo,IL
14049,Gibson City,IL
14050,Glendale Heights,IL
14051,Granite City,IL
14052,Greenville,IL
14053,Harrisburg,IL
14054,Harvard,IL
14055,Harvey,IL
14056,Havana,IL
14057,Hazel Crest,IL
14058,Herrin,IL
14059,Highland,IL
14060,Highland Park,IL
14061,Hillsboro,IL
14062,Hinsdale,IL
14063,Hoffman Estates,IL
14064,Hoopeston,IL
14065,Hopedale,IL
14066,Jacksonville,IL
14067,Jerseyville,IL
14068,Joliet,IL
14069,Kankakee,IL
14070,Kewanee,IL
14071,La Grange,IL
14072,Lake Forest,IL
14073,Lawrenceville,IL
14074,Libertyville,IL
14075,Lincoln,IL
14076,Litchfield,IL
14077,Macomb,IL
14078,Marion,IL
14079,Maryville,IL
14080,Mattoon,IL
14082,McHenry,IL
14083,McLeansboro,IL
14084,Melrose Park,IL
14085,Mendota,IL
14086,Metropolis,IL
14088,Monmouth,IL
14089,Monticello,IL
14090,Morris,IL
14092,Mount Carmel,IL
14093,Mount Vernon,IL
14094,Murphysboro,IL
14095,Naperville,IL
14096,Nashville,IL
14097,Oak Lawn,IL
14098,Oak Park,IL
14099,Olney,IL
14100,Ottawa,IL
14101,Palos Heights,IL
14102,Pana,IL
14103,Paris,IL
14104,Park Ridge,IL
14105,Pekin,IL
14106,Peoria,IL
14107,Peru,IL
14108,Pinckneyville,IL
14109,Pittsfield,IL
14110,Pontiac,IL
14111,Princeton,IL
14112,Quincy,IL
14113,Red Bud,IL
14114,Robinson,IL
14115,Rochelle,IL
14116,Rock Island,IL
14117,Rockford,IL
14118,Rosiclare,IL
14119,Rushville,IL
14120,Salem,IL
14121,Sandwich,IL
14123,Shelbyville,IL
14124,Silvis,IL
14125,Skokie,IL
