PRCCSID,Region,Discharges,MeanLOS,MedianLOS,MeanCharges,MedianCharges,MeanCost,MedianCost,DischargesStdErr,MeanLOSStdErr,MeanChargesStdErr,MeanCostStdErr
0,0,35358818,4.6,3.0,41633,22343,10885,6278,291302,0.020,510,100
1,0,101980,8.7,6.0,132765,93260,34418,25171,3427,0.121,2642,492
1,1,19745,9.2,6.0,148949,101146,35543,25180,1562,0.290,7409,1181
1,2,24230,8.1,6.0,113542,84091,33462,25020,1518,0.195,3209,831
1,3,40435,9.2,6.0,126651,88957,32084,23863,2120,0.204,3795,725
1,4,17570,8.1,5.0,155851,109976,40120,28543,1582,0.305,7110,1504
2,0,25385,8.0,3.0,107062,54866,28575,15172,1127,0.228,3509,796
2,1,4610,8.8,4.0,129046,60868,30231,15898,476,0.485,9534,1715
2,2,5770,8.0,3.0,93794,50014,28802,15086,500,0.477,4863,1505
2,3,10355,7.8,3.0,90542,51389,24820,13873,757,0.390,3867,1075
2,4,4650,7.5,3.0,139228,71100,35337,17552,469,0.448,12281,2587
3,0,151710,3.3,2.0,60417,40814,14884,10696,3702,0.035,1469,251
3,1,29015,3.2,2.0,47203,33080,12153,9016,1914,0.079,1801,396
3,2,30570,3.3,2.0,42641,32733,12583,9815,1521,0.064,1206,317
3,3,49545,3.5,2.0,52417,38329,12952,9651,1721,0.070,1278,242
3,4,42580,3.1,2.0,94240,67243,21167,15641,2183,0.064,4077,626
4,0,198510,5.7,4.0,46372,29066,12355,8175,4072,0.053,734,156
4,1,33550,6.0,4.0,52526,31001,13415,8836,1479,0.135,2246,374
4,2,42065,5.4,4.0,38357,25733,11782,8123,1637,0.098,994,264
4,3,81610,5.8,4.0,41503,26887,10973,7357,3048,0.090,848,223
4,4,41285,5.7,4.0,59679,37224,14940,9725,1557,0.114,2209,449
5,0,32010,5.3,4.0,52509,31312,14370,8530,1168,0.126,1858,575
5,1,5245,5.7,4.0,51907,33539,13741,9067,363,0.306,3120,844
5,2,8950,4.7,3.0,36498,22722,11477,7074,541,0.183,2732,953
5,3,9440,5.9,4.0,52637,33917,14631,8853,701,0.226,2559,1150
5,4,8375,5.1,3.0,70489,40971,17678,10629,669,0.261,5282,1304
6,0,2375,4.6,3.0,79510,48664,19266,12081,143,0.286,6930,1549
6,1,405,4.0,3.0,55810,49675,14037,8624,62,0.480,5127,1856
6,2,340,5.1,3.0,54888,35734,16558,10437,52,0.732,7459,2024
6,3,725,4.7,3.0,57268,37894,14446,9629,71,0.585,5396,1237
6,4,905,4.7,3.0,119155,72760,26861,17693,94,0.470,16569,3682
7,0,10230,8.6,6.0,104681,70783,28296,19341,447,0.256,3086,896
7,1,1885,10.7,7.0,133364,85617,34586,20538,185,0.695,8912,2979
7,2,2750,7.8,5.0,89282,64012,26017,17960,251,0.387,4373,1118
7,3,3890,8.2,6.0,89825,64566,24043,17771,279,0.359,3738,1156
7,4,1705,8.5,5.0,133087,92497,35086,25720,157,0.761,8419,2343
8,0,16830,4.8,3.0,61469,41681,14718,10807,1224,0.160,4569,789
8,1,1735,5.3,4.0,43298,29221,11332,8486,153,0.275,3044,745
8,2,3495,5.3,4.0,34804,26880,10548,8177,312,0.314,1668,574
8,3,3970,5.8,4.0,41753,25500,11179,6773,251,0.295,2510,813
8,4,7630,3.8,3.0,89842,76678,19543,17029,1147,0.168,7260,1291
9,0,83265,7.3,4.0,122316,75948,31737,20717,3336,0.118,2972,554
9,1,14375,7.3,4.0,129687,81998,31344,20498,1329,0.267,7014,1281
9,2,17700,7.0,4.0,97844,65066,29795,19592,1341,0.214,3075,939
9,3,31290,7.3,4.0,107326,69715,28144,19358,2317,0.203,3613,632
9,4,19900,7.4,4.0,164605,100205,39896,25022,1481,0.263,8763,1606
10,0,24745,2.4,1.0,44386,31555,11354,8473,978,0.077,1509,278
10,1,7240,2.1,1.0,39734,26559,9769,7091,755,0.131,2997,440
10,2,4850,2.5,1.0,37902,29474,11534,8835,314,0.148,1718,474
10,3,8030,2.6,1.0,44085,34443,11188,8684,448,0.114,1819,372
10,4,4625,2.5,1.0,60388,37131,14228,9798,296,0.248,5900,1050
11,0,3700,6.8,5.0,57792,42728,13940,10300,150,0.490,2554,608
11,1,525,7.3,5.0,62041,47662,15937,12399,51,0.666,5049,1104
11,2,805,6.2,5.0,46523,34353,12915,9519,78,0.440,3775,952
11,3,1675,6.5,5.0,50184,40193,11536,9136,100,0.376,2253,469
11,4,695,8.1,5.0,86556,55511,19555,12804,61,2.330,10919,2678
12,0,24435,4.4,3.0,70606,51507,18492,14203,1031,0.103,1841,375
12,1,5230,4.1,2.0,72181,49951,17244,12806,576,0.233,4248,959
12,2,5305,4.4,3.0,62531,49208,18992,15083,504,0.218,3058,764
12,3,9270,4.8,3.0,67466,50431,17677,14028,575,0.174,2568,472
12,4,4630,4.0,3.0,85571,59090,21223,15285,384,0.182,5383,1033
13,0,205,5.3,3.0,67204,50946,17410,13104,40,1.415,10796,2930
13,1,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0
13,3,0,5.1,3.0,67588,76934,15347,15334,0,1.126,10699,2108
13,4,0,0,0,0,0,0,0,0,0,0,0
14,0,195,0,0,39512,25364,11422,6850,33,0,8092,2898
14,1,0,2.2,2.0,28746,26480,8013,7259,0,0.363,4414,891
14,2,0,0,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0,0,0
14,4,75,2.2,1.0,0,0,9104,5837,20,0.601,0,2548
15,0,470,4.0,2.0,49459,31371,14334,8736,54,0.944,8657,2614
15,1,115,0,0,0,0,0,0,27,0,0,0
15,2,100,0,0,0,0,0,0,23,0,0,0
15,3,155,3.1,2.0,41927,36318,11531,10378,29,0.561,6625,1315
15,4,100,2.1,1.0,47700,43452,12270,11241,29,0.439,10768,2728
16,0,510,5.0,2.0,62138,30750,16980,8234,75,1.372,15961,4410
16,1,105,2.7,1.0,40460,28640,10535,8234,27,0.645,7661,1913
16,2,120,0,0,0,0,0,0,30,0,0,0
16,3,150,4.6,2.0,61788,47492,15358,10676,37,1.233,14644,2754
16,4,0,2.6,2.0,34434,18298,9401,5837,0,0.499,9885,2405
17,0,660,22.9,4.0,201398,53914,55296,16699,102,3.893,37428,8944
17,1,0,0,0,0,0,0,0,0,0,0,0
17,2,265,0,0,95845,45707,0,0,78,0,25491,0
17,3,165,37.4,14.0,274573,67792,73319,23657,32,8.627,70737,17337
17,4,0,28.2,6.0,0,0,84614,21123,0,7.215,0,22006
18,0,565,8.2,5.0,87371,44223,22528,13190,70,0.866,18843,3395
18,1,165,7.9,5.0,57180,36985,18625,13505,45,1.826,11424,3025
18,2,120,6.3,5.0,59724,42742,18608,12645,27,1.282,10609,3971
18,3,180,8.5,5.0,71225,44800,18484,11424,37,1.472,12922,3361
18,4,100,10.6,9.0,0,0,0,0,29,1.972,0,0
19,0,12890,3.9,2.0,43487,28804,11153,7714,442,0.130,1542,365
19,1,2765,3.6,2.0,39075,27310,10316,7612,232,0.338,2279,564
19,2,2620,4.2,3.0,35956,25142,10746,7600,159,0.260,2439,844
19,3,4580,3.9,2.0,37433,27299,9273,6947,253,0.210,1644,325
19,4,2925,3.9,2.0,64232,42093,15356,10105,227,0.248,5065,1178
20,0,1755,5.4,3.0,59690,38319,16421,10737,140,0.563,5461,1628
20,1,350,6.0,2.0,68469,39433,16844,10077,66,1.405,14743,2566
20,2,365,7.4,3.0,61744,33967,0,0,54,1.848,15939,0
20,3,640,4.7,3.0,44497,38010,12830,10737,97,0.564,4496,1190
20,4,400,4.2,2.0,76345,45273,18641,12138,53,0.865,12699,3062
21,0,3190,4.5,3.0,64920,41949,16998,11772,216,0.184,4221,721
21,1,805,4.2,3.0,61830,40896,15020,10238,136,0.321,8470,1118
21,2,730,4.3,4.0,49157,38399,15130,12531,88,0.308,3034,1031
21,3,1115,5.3,3.0,72842,42352,18883,12362,127,0.387,9120,1468
21,4,540,3.8,3.0,74422,49057,18600,13503,65,0.312,8973,1876
22,0,205,2.7,2.0,46169,40361,13878,10741,34,0.518,5031,1515
22,1,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0
22,3,60,3.3,2.0,59346,63153,16561,14575,17,0.863,11233,3085
22,4,80,0,0,48232,40591,13584,11716,22,0,8380,2645
23,0,2790,4.5,3.0,50533,30312,13088,8709,212,0.290,3178,695
23,1,495,5.2,3.0,55960,30867,12316,8422,67,0.626,7064,1141
23,2,585,4.6,3.0,40554,24250,13391,8096,76,0.559,6033,1767
23,3,840,5.5,3.0,49364,28817,12565,7969,84,0.522,4847,1301
23,4,870,3.1,1.0,55206,36512,13900,10075,166,0.416,7389,1284
24,0,1050,6.0,4.0,76694,51003,20770,14521,95,0.548,7024,1833
24,1,170,4.9,3.0,74852,39561,18347,14250,43,1.390,21290,4165
24,2,230,5.8,4.0,60892,41191,18831,13687,44,0.957,7671,1821
24,3,425,7.6,5.0,94481,58750,24591,14087,61,1.008,13679,3883
24,4,225,4.1,3.0,60640,47901,17366,15158,37,0.606,6388,1921
25,0,325,0,0,0,0,0,0,42,0,0,0
25,1,85,5.9,5.0,45196,31751,11662,7595,22,1.041,6561,2111
25,2,80,5.8,3.0,33400,27547,9991,7762,20,1.188,7675,2381
25,3,85,4.7,3.0,41604,27186,11520,7177,22,0.892,9390,3397
25,4,75,0,0,0,0,0,0,20,0,0,0
26,0,6965,4.1,3.0,45538,28559,12179,8204,261,0.192,1965,472
26,1,1355,4.6,3.0,48651,29247,11742,7934,105,0.723,5537,889
26,2,1720,4.2,3.0,35242,24039,10695,7386,116,0.258,2448,733
26,3,2420,3.8,3.0,41050,28195,11259,7958,163,0.213,2559,717
26,4,1470,3.9,2.0,62404,39658,15931,10281,130,0.404,5882,1510
27,0,13710,4.5,3.0,34512,21297,9146,5831,317,0.100,1258,311
27,1,3535,4.5,3.0,35884,22238,9071,6017,167,0.183,2314,479
27,2,3875,4.7,3.0,31777,19723,9620,5845,171,0.184,3284,857
27,3,4365,4.6,3.0,31917,19995,8207,5252,171,0.174,1327,387
27,4,1935,4.3,3.0,43686,26580,10548,6987,118,0.320,3043,670
28,0,4375,3.1,2.0,47292,29628,11975,8385,202,0.225,2701,521
28,1,845,2.9,1.0,43164,24739,9996,6813,80,0.377,7224,1059
28,2,890,3.0,2.0,37526,26992,11653,8557,92,0.267,3528,1183
28,3,1385,3.7,2.0,47511,31334,11829,8210,118,0.596,5181,859
28,4,1255,2.7,2.0,56386,38055,13721,10101,110,0.276,4672,1072
29,0,9340,5.4,3.0,46080,28489,11966,7879,418,0.252,1994,375
29,1,1905,6.6,3.0,51329,28988,12102,7251,170,0.957,6707,1032
29,2,2105,4.8,3.0,35275,23526,10603,7461,204,0.323,2194,562
29,3,3320,5.3,3.0,40289,26340,10874,7318,257,0.313,2059,510
29,4,2010,5.0,3.0,61947,40380,15101,10182,194,0.402,4755,939
30,0,12120,2.4,1.0,31325,19157,9080,5709,824,0.097,1302,385
30,1,2960,2.1,1.0,29731,17673,7832,4687,496,0.201,3272,755
30,2,2690,2.9,2.0,32453,19157,10983,6696,304,0.266,3191,1160
30,3,3835,2.5,2.0,29848,19441,8119,5232,456,0.151,1666,478
30,4,2635,2.2,1.0,34322,21441,10057,6297,363,0.153,2415,583
31,0,8650,6.5,4.0,56828,31787,14847,8701,328,0.225,2727,674
31,1,1785,6.4,4.0,53810,33850,13563,8481,136,0.386,3548,857
31,2,2315,6.2,4.0,42276,25495,13073,8006,186,0.409,3317,960
31,3,3005,6.5,4.0,52811,31407,13232,8280,202,0.312,3438,747
31,4,1545,7.2,4.0,91118,45479,22538,11335,117,0.798,11943,3020
32,0,26520,3.2,2.0,21911,7588,5700,2371,971,0.059,966,225
32,1,4320,3.6,3.0,26998,11604,6924,3658,267,0.156,2902,627
32,2,7325,3.0,2.0,13957,5196,4388,1767,425,0.089,864,288
32,3,8500,3.5,2.0,23070,7384,5538,2220,689,0.124,1949,412
32,4,6375,2.8,2.0,26535,9393,6702,2567,467,0.098,2128,523
33,0,47115,4.1,2.0,53417,31006,14623,8854,1739,0.073,1649,391
33,1,9530,3.8,2.0,51664,31414,13194,8201,773,0.125,3688,698
33,2,10370,4.0,2.0,45737,26518,14291,8865,671,0.134,2731,870
33,3,17705,4.4,2.0,52457,30250,14335,8352,1206,0.135,2418,626
33,4,9510,3.8,2.0,65753,37350,17071,10418,722,0.165,5178,1065
34,0,45100,29.6,23.0,391619,268505,96789,69797,1038,0.404,9814,1934
34,1,9870,34.2,26.0,437908,305572,101353,76978,550,1.103,25124,4287
34,2,9590,24.8,20.0,270750,204042,81120,61897,432,0.785,9878,3278
34,3,17600,28.7,22.0,331157,239611,83840,61772,638,0.554,8775,2382
34,4,8040,31.8,24.0,621301,430290,140475,99888,426,0.896,33268,6080
35,0,24360,6.2,4.0,52255,27533,14129,7860,764,0.150,1918,529
35,1,5720,5.6,3.0,47172,25701,11927,7022,397,0.256,2988,712
35,2,6630,6.1,4.0,43064,24463,13459,7586,418,0.299,3055,1167
35,3,7895,6.8,4.0,49420,27204,13189,7521,407,0.289,2183,646
35,4,4115,6.2,3.0,81294,39075,20486,10338,293,0.334,8310,1879
36,0,69625,6.5,5.0,86038,62248,23079,17635,2201,0.100,1656,386
36,1,17160,5.8,4.0,82193,58099,21988,16747,1369,0.180,3797,777
36,2,17245,6.5,5.0,76170,58057,22691,18099,992,0.192,2564,664
36,3,27005,6.9,5.0,86531,64297,21981,17108,1280,0.157,2307,444
36,4,8215,6.9,5.0,114410,72979,30167,20609,589,0.320,7134,2140
37,0,147250,8.2,6.0,75007,49969,18697,13029,2695,0.058,1231,260
37,1,22500,8.5,7.0,82334,53422,19842,14018,1090,0.138,4250,601
37,2,34635,7.6,6.0,57359,42290,16919,12749,1134,0.095,1235,309
37,3,66000,8.4,7.0,70242,49570,16974,12147,1934,0.089,1503,407
37,4,24115,8.4,6.0,107420,63127,25115,15499,1025,0.170,4344,881
38,0,5720,9.6,5.0,121250,61064,31424,16618,220,0.440,7639,1976
38,1,1035,11.0,5.0,137715,66891,34148,17529,96,1.275,23008,5628
38,2,1450,8.6,5.0,92342,52950,28357,15310,113,0.704,8280,2908
38,3,2065,10.0,6.0,109780,62458,26710,16148,130,0.726,7937,1739
38,4,1170,8.9,5.0,166080,76232,41930,18956,97,0.942,26957,7040
39,0,242610,7.4,6.0,60528,39272,15507,10784,2965,0.045,846,172
39,1,44865,7.8,6.0,64862,41358,16668,11832,1354,0.105,2298,386
39,2,56865,6.9,5.0,46264,32826,14002,10322,1383,0.076,879,202
39,3,97705,7.7,6.0,57549,37891,14131,9817,1915,0.080,1316,310
39,4,43175,7.1,5.0,82163,52051,19541,13077,1174,0.103,2454,439
40,0,13215,7.5,5.0,86265,52535,21409,14181,368,0.179,3146,658
40,1,2820,7.6,5.0,79468,50739,20248,14492,172,0.382,4236,971
40,2,2795,6.5,5.0,58574,41082,17626,12657,166,0.316,3186,873
40,3,4640,7.3,5.0,70236,50495,17541,12525,224,0.238,2617,682
40,4,2960,8.6,5.0,147698,88689,32870,20375,168,0.518,11896,2392
41,0,18500,8.7,6.0,77258,47278,19390,12525,593,0.265,2275,544
41,1,3275,8.5,6.0,78655,47661,20328,12683,222,0.386,4338,1256
41,2,4070,7.2,5.0,52716,36578,15577,10607,290,0.285,2411,670
41,3,7165,9.3,6.0,70913,44158,17582,11709,412,0.348,3077,674
41,4,3990,9.5,6.0,114336,69487,26091,17353,220,0.961,7271,1774
42,0,51135,10.5,8.0,117720,77059,31068,21482,1395,0.134,2209,525
42,1,10005,10.2,7.0,116619,74616,29934,20588,606,0.303,5251,1002
42,2,12275,10.3,7.0,103189,70172,31047,21469,706,0.260,3773,1199
42,3,20050,11.0,8.0,113085,75841,28778,20611,934,0.234,3077,637
42,4,8805,10.0,7.0,151218,94209,37962,25102,456,0.271,7320,1731
43,0,111025,9.7,7.0,201557,158245,52010,43018,4832,0.107,4191,598
43,1,26775,10.1,7.0,216795,166787,51991,42743,2471,0.226,12164,1372
43,2,29535,9.1,7.0,169333,140402,49735,41520,3108,0.178,4625,896
43,3,39675,10.0,7.0,198830,161337,49814,42016,2413,0.194,5211,930
43,4,15040,9.2,7.0,244696,182055,62435,50060,1327,0.224,12255,1959
44,0,160240,9.3,8.0,168541,135855,41932,35925,4308,0.064,2566,411
44,1,26510,9.7,8.0,169471,134544,41434,35041,1755,0.166,7511,989
44,2,39450,9.1,8.0,148026,124636,42421,36723,1863,0.130,3565,708
44,3,72685,9.4,8.0,163927,133594,38899,33785,3162,0.099,3568,578
44,4,21595,8.8,7.0,221623,177714,52262,45186,1418,0.136,8536,1237
45,0,377485,3.5,2.0,84813,70090,21455,18358,7943,0.024,954,155
45,1,70385,3.5,3.0,84899,68528,21552,18550,3913,0.060,2990,442
45,2,99890,3.3,2.0,74368,63395,21726,18943,3785,0.054,1307,251
45,3,166250,3.6,3.0,87258,73402,20488,17520,5339,0.031,1382,229
45,4,40960,3.5,2.0,99432,79061,24585,20302,2226,0.066,2911,470
46,0,125,4.5,4.0,96440,76619,20776,18743,26,0.656,15245,2786
46,1,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0
46,3,0,0,0,0,0,0,0,0,0,0,0
46,4,0,0,0,0,0,0,0,0,0,0,0
47,0,459080,4.2,3.0,58572,40389,14058,10221,7826,0.035,922,155
47,1,84145,4.4,3.0,58073,40417,13808,10519,3593,0.077,2142,311
47,2,101870,4.0,3.0,44461,34721,12943,10315,3264,0.085,932,216
47,3,198195,4.0,3.0,50853,39307,12076,9332,5448,0.049,864,173
47,4,74870,4.5,3.0,100025,58538,21391,12997,2830,0.088,3849,619
48,0,189975,5.4,4.0,105953,77719,26054,19702,3417,0.044,1731,294
48,1,40825,5.7,4.0,111873,79979,27129,20874,1773,0.097,4803,648
48,2,43445,5.2,4.0,87799,65175,25414,19206,1584,0.087,1826,429
48,3,72580,5.5,4.0,104084,77958,24635,18602,2115,0.067,2190,438
48,4,33125,4.8,3.0,127299,93030,28847,21446,1246,0.114,5734,982
49,0,89480,8.8,5.0,186570,108553,48833,28328,3030,0.213,5361,1375
49,1,19115,8.1,4.0,172419,102376,42973,27228,1518,0.434,11496,2496
49,2,21020,8.5,5.0,156170,93503,47084,27895,1541,0.435,8143,2602
49,3,35335,9.4,5.0,183156,110462,47118,26870,1927,0.379,7861,2284
49,4,14010,8.8,5.0,262117,151363,64370,38298,887,0.368,19009,4111
50,0,8250,15.8,7.0,480098,287083,123589,64328,729,1.003,26715,7570
50,1,915,28.8,16.0,756609,482737,187851,119624,175,3.897,88582,37164
50,2,710,26.5,16.0,582574,441738,191860,132998,112,2.841,51231,21369
50,3,1110,28.4,17.0,595211,392479,186691,121059,166,2.505,43449,14622
50,4,5515,9.8,6.0,384982,260949,86531,56100,679,0.533,34420,6334
51,0,76615,2.6,1.0,43484,32362,11196,8810,1773,0.036,683,125
51,1,13055,2.7,1.0,42789,29214,11376,8474,631,0.084,1761,287
51,2,20400,2.3,1.0,38690,30742,11360,9256,807,0.055,903,216
51,3,36125,2.7,1.0,45163,33153,10701,8299,1347,0.060,1135,191
51,4,7035,2.4,1.0,49891,38596,12991,10668,529,0.088,1950,396
52,0,44680,5.2,2.0,141664,107346,37292,29292,1250,0.139,2747,575
52,1,8500,5.1,2.0,140200,98927,35099,27885,531,0.205,8571,929
52,2,11525,5.0,2.0,124810,97245,36431,29283,678,0.247,4055,920
52,3,19215,5.4,2.0,146777,113027,37399,28774,795,0.243,4167,1031
52,4,5440,5.1,2.0,161555,126344,42311,33024,434,0.422,5883,1689
53,0,340,5.1,3.0,41913,30247,13139,8965,42,0.779,5201,2312
53,1,110,6.9,3.0,48461,32307,0,0,24,2.031,12928,0
53,2,80,5.4,4.0,39754,29120,12872,9285,21,1.083,5767,2267
53,3,100,3.6,3.0,34653,27029,9859,7239,22,0.708,6772,1737
53,4,0,0,0,0,0,0,0,0,0,0,0
54,0,625900,8.2,6.0,67532,42870,17025,11426,8972,0.061,1102,226
54,1,92270,8.3,6.0,70850,44248,17486,12205,3490,0.118,2977,422
54,2,130200,7.7,6.0,51735,35821,15778,11159,3641,0.106,1101,339
54,3,273945,8.3,6.0,59739,39618,14834,10171,6419,0.107,1318,340
54,4,129485,8.2,6.0,98803,61576,22880,14761,3722,0.129,3489,638
55,0,48405,6.9,5.0,91962,65686,23801,18083,1183,0.092,1670,332
55,1,9205,7.7,5.0,94846,62364,24681,18446,547,0.236,4822,708
55,2,12110,6.6,5.0,82157,63878,23726,18957,544,0.161,2210,586
55,3,21650,6.8,5.0,88749,62983,21960,16466,825,0.139,2480,508
55,4,5440,6.6,4.0,122425,86844,30057,22159,350,0.245,5699,1099
56,0,9765,13.5,6.0,218580,108214,63536,30006,533,0.909,14656,4868
56,1,1635,14.0,8.0,231577,118774,65426,34125,221,2.087,39099,13724
56,2,2340,13.7,6.0,183098,99011,60739,29464,276,1.754,21921,8519
56,3,3905,14.4,6.0,212780,98800,62338,26725,349,1.610,23238,8242
56,4,1885,11.2,6.0,265054,130873,68030,34458,194,1.604,39127,9195
57,0,26990,9.3,7.0,94550,65057,22673,16456,730,0.206,2333,437
57,1,6245,11.7,8.0,123176,83534,27946,20120,325,0.500,6350,1014
57,2,5095,7.5,6.0,70213,54264,19270,15735,280,0.324,2767,531
57,3,12510,8.8,6.0,82733,61812,19549,14950,543,0.297,2593,543
57,4,3140,9.3,6.0,123652,72660,30226,19150,233,0.611,9309,1993
58,0,384235,5.3,4.0,45508,28662,11049,7401,6396,0.049,730,133
58,1,62935,5.7,4.0,50296,31024,12234,8151,2050,0.088,1912,257
58,2,82590,5.1,4.0,34479,23802,10045,7118,2840,0.128,820,204
58,3,157325,5.3,4.0,40270,25777,9708,6524,4218,0.066,850,175
58,4,81385,4.9,3.0,64074,41367,13914,9351,3294,0.119,2543,471
59,0,41010,6.1,3.0,136591,89326,34041,23908,1630,0.123,4118,721
